MapID	ClassID	MinLevel	FitMinLevel	FitMaxLevel	Layer3Name	OtherName	VersionName	DungeonImage1	DungeonFrame1	DungeonImage2	DungeonFrame2	DungeonImage3	DungeonFrame3	EnterWay	BossInfo	Introduction	Tutorial	HelpImage	HelpText	DivideLevel	DivideName	bRaceRank	bGetLock	DlcID	EnterMapID	IsRecommend	Rushmode	RushmodeTip	bIsPast
110	1	75	77	80	5人普通	寂灭厅	巴蜀风云	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_1.UITex	12	ui\Image\Dungeon\DungeonImage\jimieting.UITex	0	ui\Image\Dungeon\Background\jimieting.UITex	0	融天岭东	藏·剑邪鸠 剑心 摩提耶罗	<text>text="寂灭菩提勾结南诏，剑心冲霄手刃番僧。" font=162</text>				80	巴蜀风云			2	103				1
111	2	100	100	100	5人英雄	仙踪林	巴蜀风云	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_2.UITex	9	ui\Image\Dungeon\DungeonImage\xianzonglin.UITex	0	ui\Image\Dungeon\Background\XianZhongLin.UITex	0	五毒中部	塔纳刀王 女祭司水云 苏髓	<text>text="五仙潭里塔纳横行，善意曲云举步维艰。" font=162</text>				80	巴蜀风云			2	102	1	1	秘境内可以通过地字玖伍贰柒开启无双模式	
112	2	100	100	100	5人英雄	毒神殿	巴蜀风云	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_1.UITex	6	ui\Image\Dungeon\DungeonImage\dushendian.UITex	0	ui\Image\Dungeon\Background\dushendian.UITex	0	黑龙沼西部	塔丹茂伯 鲍穆侠 大巫医乌灵风	<text>text="小邪忘情毒神现世，仗义穆侠舍身救人。" font=162</text>				80	巴蜀风云			2	104	1	1	秘境内可以通过地字玖伍贰柒开启无双模式	
113	2	100	100	100	5人英雄	寂灭厅	巴蜀风云	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_1.UITex	12	ui\Image\Dungeon\DungeonImage\jimieting.UITex	0	ui\Image\Dungeon\Background\jimieting.UITex	0	融天岭东	藏·剑邪鸠 剑心 摩提耶罗	<text>text="寂灭菩提勾结南诏，剑心冲霄手刃番僧。" font=162</text>				80	巴蜀风云			2	103	1	1	秘境内可以通过地字玖伍贰柒开启无双模式	
114	2	100	100	100	5人英雄	无量宫	巴蜀风云	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_2.UITex	7	ui\Image\Dungeon\DungeonImage\wulianggong.UITex	0	ui\Image\Dungeon\Background\wulianggong.UITex	0	无量山西北	桃谷六仙 濯尘 神算多多	<text>text="无量宫中红衣肆虐，神算蒙尘妖花盛开。" font=162</text>				80	巴蜀风云			2	101	1	1	秘境内可以通过地字玖伍贰柒开启无双模式	
115	2	100	100	100	5人英雄	法王窟	巴蜀风云	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_1.UITex	5	ui\Image\Dungeon\DungeonImage\fawangku.UITex	0	ui\Image\Dungeon\Background\fawangku.UITex	0	白龙口东	青翼蝠王 白眉鼠王 智慧王	<text>text="明教余孽死心不息，法王秘窟浩气长空。" font=162</text>				80	巴蜀风云			2	100	1	1	秘境内可以通过地字玖伍贰柒开启无双模式	
116	1	24	27	30	20级5人普通	仙踪林	巴蜀风云	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_2.UITex	9	ui\Image\Dungeon\DungeonImage\xianzonglin.UITex	0	ui\Image\Dungeon\Background\XianZhongLin.UITex	0	五毒中部	塔纳刀王 女祭司水云 苏髓	<text>text="五仙潭里塔纳横行，善意曲云举步维艰。" font=162</text>				80	巴蜀风云			2	102				
117	3	80	80	80	25人英雄	龙渊泽	巴蜀风云	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_2.UITex	0	ui\Image\Dungeon\DungeonImage\longyuanze.UITex	0	ui\Image\Dungeon\Background\longyuanze.UITex	0	成都东南角，雾霞林右侧，打开成都地图可查看到	辽东双煞 南诏双雄	<text>text="龙渊泽内激战连绵，挫败巨擘功成名就。天南王家派出高手，在龙渊泽内摆设生死擂台，意欲从此选出部分真正能为自己所用之人，顺便淘汰一些实力不足或不愿为其效力的中原侠士。" font=162</text>				80	巴蜀风云			2	108				1
118	3	80	80	80	25人普通	龙渊泽	巴蜀风云	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_2.UITex	0	ui\Image\Dungeon\DungeonImage\longyuanze.UITex	0	ui\Image\Dungeon\Background\longyuanze.UITex	0	成都东南角，雾霞林右侧，打开成都地图可查看到	辽东双煞 南诏双雄	<text>text="龙渊泽内激战连绵，挫败巨擘功成名就。天南王家派出高手，在龙渊泽内摆设生死擂台，意欲从此选出部分真正能为自己所用之人，顺便淘汰一些实力不足或不愿为其效力的中原侠士。" font=162</text>				80	巴蜀风云			2	108				1
119	3	80	80	80	10人英雄	龙渊泽	巴蜀风云	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_2.UITex	0	ui\Image\Dungeon\DungeonImage\longyuanze.UITex	0	ui\Image\Dungeon\Background\longyuanze.UITex	0	成都东南角，雾霞林右侧，打开成都地图可查看到	辽东双煞 南诏双雄	<text>text="龙渊泽内激战连绵，挫败巨擘功成名就。天南王家派出高手，在龙渊泽内摆设生死擂台，意欲从此选出部分真正能为自己所用之人，顺便淘汰一些实力不足或不愿为其效力的中原侠士。" font=162</text>				80	巴蜀风云			2	108				1
120	3	100	100	100	10人普通	荻花洞窟	一代宗师	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_1.UITex	2	ui\Image\Dungeon\DungeonImage\dihuadongku.UITex	0	ui\Image\Dungeon\Background\DiHuaGong.UITex	0	枫华谷南，打开枫华谷地图可查看到	四头蛇迪多拉	<text>text="荻花秘窟诸邪联手，兴妖作怪鬼泣神嚎。天一教乌蒙贵希望得到更多的活人，以供他那臭名昭著的人体研究所用；红衣教阿萨辛则希望获得源源不断的迷魂毒药，以便奴役更多的教徒和怪物。各有优势的两大巨头一拍即合，在荻花圣殿极深处开拓出一个巨大的洞窟，利用人数众多的红衣教徒在中原各地搜刮到的罕见素材，创造出世人难以想象的诡异妖兽。它们凶残嗜血，以人肉人血为食物。根据传言，如今洞窟里最强大的妖兽仍栖息在最深处，迪多拉便是它的名字。它的尖牙如同梦魇的化身，已然不知令到多少胆敢挑战它的侠士化为枯骨。" font=162</text>				80	巴蜀风云			2	12	1			
123	1	23	26	29	5人普通	唐门密室	一代宗师	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_2.UITex	4	ui\Image\Dungeon\DungeonImage\tangmenmishi.UITex	0	ui\Image\Dungeon\Background\tangmenmishi.UITex	0	唐门北	柳惊涛 机关骰子 机关汉唐	<text>text="藏剑山庄叶凡与唐门唐小婉私奔之事始终不被唐门与霸刀的谅解，金水镇事件之后，叶凡与唐小婉浪迹江湖。中途唐小婉得知姐姐唐书雁潜伏五毒教失败，被天一教炼制成尸人之事，决意回返唐门。不料此乃唐傲天引唐小婉回返唐门之计，唐傲天将唐小婉软禁，并邀请霸刀山庄庄主柳惊涛亲来唐门，希望通过柳惊涛与唐小婉二人相处挽回这段姻缘。叶凡得知后袭击迎亲队伍，欲请唐傲天收回成命，最终唐傲天答应给叶凡一个机会，闯过唐门密室，便放唐小婉自由，叶凡明知唐门密室危机重重，还是答应了。唐小婉知道父亲定不会如此轻易答应叶凡，必会暗下杀手，遂请求江湖侠士进入密室，帮助叶凡闯过重重机关，抵达终点。" font=162</text>				80	巴蜀风云			2	122				
125	2	100	100	100	5人英雄	唐门密室	一代宗师	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_2.UITex	4	ui\Image\Dungeon\DungeonImage\tangmenmishi.UITex	0	ui\Image\Dungeon\Background\tangmenmishi.UITex	0	唐门北	柳惊涛 机关骰子 机关汉唐	<text>text="藏剑山庄叶凡与唐门唐小婉私奔之事始终不被唐门与霸刀的谅解，金水镇事件之后，叶凡与唐小婉浪迹江湖。中途唐小婉得知姐姐唐书雁潜伏五毒教失败，被天一教炼制成尸人之事，决意回返唐门。不料此乃唐傲天引唐小婉回返唐门之计，唐傲天将唐小婉软禁，并邀请霸刀山庄庄主柳惊涛亲来唐门，希望通过柳惊涛与唐小婉二人相处挽回这段姻缘。叶凡得知后袭击迎亲队伍，欲请唐傲天收回成命，最终唐傲天答应给叶凡一个机会，闯过唐门密室，便放唐小婉自由，叶凡明知唐门密室危机重重，还是答应了。唐小婉知道父亲定不会如此轻易答应叶凡，必会暗下杀手，遂请求江湖侠士进入密室，帮助叶凡闯过重重机关，抵达终点。" font=162</text>				80	巴蜀风云			2	122	1			
126	3	100	100	100	25人英雄	神剑冢	巴蜀风云	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_2.UITex	0	ui\Image\Dungeon\DungeonImage\jianzhong.UITex	0	ui\Image\Dungeon\Background\jianzhong.UITex	0	藏剑剑冢	叶英	<text>text="紫薇剑剑气冲云霄，君子风风过四季谷。" font=162</text>				80	巴蜀风云			2	49	1			
130	3	80	80	80	25人英雄	荻花洞窟	一代宗师	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_1.UITex	2	ui\Image\Dungeon\DungeonImage\dihuadongku.UITex	0	ui\Image\Dungeon\Background\dihuadongku.UITex	0	枫华谷南，打开枫华谷地图可查看到	四头蛇迪多拉	<text>text="荻花秘窟诸邪联手，兴妖作怪鬼泣神嚎。天一教乌蒙贵希望得到更多的活人，以供他那臭名昭著的人体研究所用；红衣教阿萨辛则希望获得源源不断的迷魂毒药，以便奴役更多的教徒和怪物。各有优势的两大巨头一拍即合，在荻花圣殿极深处开拓出一个巨大的洞窟，利用人数众多的红衣教徒在中原各地搜刮到的罕见素材，创造出世人难以想象的诡异妖兽。它们凶残嗜血，以人肉人血为食物。根据传言，如今洞窟里最强大的妖兽仍栖息在最深处，迪多拉便是它的名字。它的尖牙如同梦魇的化身，已然不知令到多少胆敢挑战它的侠士化为枯骨。" font=162</text>				80	巴蜀风云			2	12				1
131	3	100	100	100	10人普通	持国天王回忆录	烛火燎天	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_1.UITex	1	ui\Image\Dungeon\DungeonImage\ChiGuoHuiYiLu.UITex	0	ui\Image\Dungeon\Background\ChiGuoHuiYi.UITex	0	成都中部	持国天王 血眼龙王	<text>text="风尘荏苒，梦回当年，伪装成道海的智慧王在江湖上散播花言巧语，一些江湖侠士受到蒙蔽，无意中破坏了镇守达摩洞的持国天王提多罗吒木甲机关，同时鼠王蝠王等明教旧部也从外围发动了进攻，意图救出被少林寺囚禁多年的血眼龙王萧沙。\\\n　　少林寺腹背受敌，眼看就要让杀孽深重的血眼龙王逃离渊狱，此时幸有澄正大师站了出来，他委托另一部分江湖侠士进入达摩洞，协助武功高强但不通世事的慧痴，组成阻止血眼龙王逃出生天的最后一道屏障。可最终人算不如天算，血眼龙王利用阴谋诡计，突破了慧痴和侠士们的重重包围，率领蝠王及鼠王成功逃离少林。\\\n　　血龙出渊，天下大乱，多少枯骨埋荒草。" font=162</text>				80	巴蜀风云			2	5	1			
133	3	80	80	80	25人英雄	烛龙殿	烛火燎天	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_2.UITex	11	ui\Image\Dungeon\DungeonImage\zhulongdian.UITex	0	ui\Image\Dungeon\Background\zhulongdian.UITex	0	黑龙沼西部	武逸青 胡鞑 陆寻 南之雷神 醉蛛老人 索笛尔 星宿老仙	<text>text="在毒虫密布的南疆黑龙沼之中，隐藏着一座巨大雄伟的宫殿——烛龙殿。这里是散落各地的天一教教徒心中的无上圣所，这里是他们信仰的最终寄托，这里是教众们前仆后继投入黑暗行动中的唯一一点烛光。每当在中原作恶的天一教众感到势单力薄之时，他们会在长老的统率之下向西南方祭拜，坚定信念，赶走恐惧，驱除孤寂，期待辉煌重归天一的日子。\\\n    教主乌蒙贵依托着烛龙殿，迅速壮大了天一教，并在各地开始收集高手壮士的遗体，大量制造凶悍的非人傀儡。然而他深知潜在的威胁仍然存在，大批天一教徒渴望夺回并重返五仙教，但是五仙教在曲云的领导下取得了中原武林的支持，此消彼长，天一教若想万世长存，保持绝对的优势，就必须建立在五仙教与中原武人遗体堆积的废墟之上！" font=162</text>				80	巴蜀风云			2	104				1
134	3	100	100	100	10人普通	烛龙殿	烛火燎天	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_2.UITex	11	ui\Image\Dungeon\DungeonImage\zhulongdian.UITex	0	ui\Image\Dungeon\Background\zhulongdian.UITex	0	黑龙沼西部	武逸青 胡鞑 陆寻 南之雷神 醉蛛老人 索笛尔 星宿老仙	<text>text="在毒虫密布的南疆黑龙沼之中，隐藏着一座巨大雄伟的宫殿——烛龙殿。这里是散落各地的天一教教徒心中的无上圣所，这里是他们信仰的最终寄托，这里是教众们前仆后继投入黑暗行动中的唯一一点烛光。每当在中原作恶的天一教众感到势单力薄之时，他们会在长老的统率之下向西南方祭拜，坚定信念，赶走恐惧，驱除孤寂，期待辉煌重归天一的日子。\\\n    教主乌蒙贵依托着烛龙殿，迅速壮大了天一教，并在各地开始收集高手壮士的遗体，大量制造凶悍的非人傀儡。然而他深知潜在的威胁仍然存在，大批天一教徒渴望夺回并重返五仙教，但是五仙教在曲云的领导下取得了中原武林的支持，此消彼长，天一教若想万世长存，保持绝对的优势，就必须建立在五仙教与中原武人遗体堆积的废墟之上！" font=162</text>				80	巴蜀风云			2	104	1			
136	3	100	100	100	10人普通	会战唐门	烛火燎天	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_1.UITex	11	ui\Image\Dungeon\DungeonImage\huizhantangmen.UITex	0	ui\Image\Dungeon\Background\huizhantangmen.UITex	0	唐门北	狼牙军阵 汪莽	<text>text="征起适遇风云会，勇决鏖战血犹殷。\\\n　　自从唐简神秘失踪，枫华谷唐门受创，一直隐忍蜀中休养生息。谁知平地起风波，在狼牙某神秘成员的授意下，当年于稻香村追查唐简一事的汪莽率领大批精锐士兵赶到了唐门，并以搜查朝廷要犯的名义，封锁了唐家内堡，其暗中目的，正是为了唐简留下的绝世武功。而唐门为保存实力，退守主楼和神机山等要地，同时向浩气盟火速求援。\\\n　　浩气盟盟主谢渊派出了穆玄英和月弄痕前去探查，而他们巧遇当时正在成都执行秘密任务的影。影认为唐门之事暗流汹涌，也暗中随同前往。谁知来到唐家集后，他们发现这里已经被一些唐门的川中旧敌所控制，这些歹徒都想趁火打劫分一杯羹。\\\n　　各方势力会聚唐家堡，风起云涌，暗流四起，大战一触即发。" font=162</text>				80	巴蜀风云			2	122	1			
138	3	80	80	80	25人英雄	会战唐门	烛火燎天	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_1.UITex	11	ui\Image\Dungeon\DungeonImage\huizhantangmen.UITex	0	ui\Image\Dungeon\Background\huizhantangmen.UITex	0	唐门北	狼牙军阵 汪莽	<text>text="    征起适遇风云会，勇决鏖战血犹殷。\\\n　　自从唐简神秘失踪，枫华谷唐门受创，一直隐忍蜀中休养生息。谁知平地起风波，在狼牙某神秘成员的授意下，当年于稻香村追查唐简一事的汪莽率领大批精锐士兵赶到了唐门，并以搜查朝廷要犯的名义，封锁了唐家内堡，其暗中目的，正是为了唐简留下的绝世武功。而唐门为保存实力，退守主楼和神机山等要地，同时向浩气盟火速求援。\\\n　　浩气盟盟主谢渊派出了穆玄英和月弄痕前去探查，而他们巧遇当时正在成都执行秘密任务的影。影认为唐门之事暗流汹涌，也暗中随同前往。谁知来到唐家集后，他们发现这里已经被一些唐门的川中旧敌所控制，这些歹徒都想趁火打劫分一杯羹。\\\n　　各方势力会聚唐家堡，风起云涌，暗流四起，大战一触即发。" font=162</text>				80	巴蜀风云			2	122				1
140	3	100	100	100	10人普通	南诏皇宫	日月明尊	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_2.UITex	1	ui\Image\Dungeon\DungeonImage\nanzhaohuanggong.UITex	0	ui\Image\Dungeon\Background\nanzhaohuanggong.UITex	0	苍山洱海东部	枯荣大师 泰崇傣 段宗公 阁逻鸿 萧沙 摩提耶罗 陈和尚 柳公子 康雪烛 阁逻凤	<text>text="    南诏皇宫地处苍山，南诏王以一方富豪身份在中原潜伏多年，认为时机已到，蓄谋兴兵攻唐。\\\n    数年争战，唐境一度受挫，民不聊生。江湖义士齐聚聚贤庄大闹屠龙大会之后，发现天南王家与南诏剑神图谋不轨，事有蹊跷。\\\n    中原剑圣只身前往南诏，欲以手中之剑终止幕后恶行；他独闯龙潭，斩杀南诏数千兵马及数十武将，但被假扮南诏剑神的大唐建宁王李倓以人质胁迫之；剑圣不得已唯有放走李倓。\\\n    早已注目此事的李复得知打草惊蛇，事态严重，擒贼先擒王，他率中原高手直逼皇宫，南诏王底牌尽出，中原豪杰为此与南诏群雄在南疆宫城之中展开了一场为护佑天下百姓而起的激斗！" font=162</text>				80	巴蜀风云			2	105	1			
141	2	100	100	100	5人英雄	光明顶秘道	日月明尊	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_1.UITex	10	ui\Image\Dungeon\DungeonImage\guangmingdingmidao.UITex	0	ui\Image\Dungeon\Background\guangmingdingmidao.UITex	0	明教光明顶山下	问寒松 辛然 吴颖莲 薛山 西域狮王	<text>text="“大光明寺事件”已逾数载，明教与中原各大门派关系稍见缓和，为促进明教与各大门派之间的交流，维护目前相对良好的关系，也为日后明教重回中原做些准备，明教教主陆危楼决定派遣一些有资质的弟子下山前往中原。\\\n    中原之行实属不易，需才能出众之人方可胜任，于是陆危楼下令，只有通过乾坤大挪移五行阵法考验的弟子，才有资格下山。\\\n    此乾坤大挪移五行阵法，即光明顶秘道，由明教五行旗各大掌旗使镇守，分别为琉金旗，星木旗，洪水旗，妙火旗以及方土旗，此间机关重重，变化莫测，欲通过此考验，还得颇花心思才行！" font=162</text>				80	巴蜀风云			2	150	1	1	秘境内可以通过地字玖伍贰柒开启无双模式	
142	1	22	25	28	5人普通	光明顶秘道	日月明尊	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_1.UITex	10	ui\Image\Dungeon\DungeonImage\guangmingdingmidao.UITex	0	ui\Image\Dungeon\Background\guangmingdingmidao.UITex	0	明教光明顶山下	问寒松 辛然 吴颖莲 薛山 西域狮王	<text>text="“大光明寺事件”已逾数载，明教与中原各大门派关系稍见缓和，为促进明教与各大门派之间的交流，维护目前相对良好的关系，也为日后明教重回中原做些准备，明教教主陆危楼决定派遣一些有资质的弟子下山前往中原。\\\n    中原之行实属不易，需才能出众之人方可胜任，于是陆危楼下令，只有通过乾坤大挪移五行阵法考验的弟子，才有资格下山。\\\n    此乾坤大挪移五行阵法，即光明顶秘道，由明教五行旗各大掌旗使镇守，分别为琉金旗，星木旗，洪水旗，妙火旗以及方土旗，此间机关重重，变化莫测，欲通过此考验，还得颇花心思才行！" font=162</text>				80	巴蜀风云			2	150				
148	3	80	80	80	25人英雄	持国天王回忆录	烛火燎天	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_1.UITex	1	ui\Image\Dungeon\DungeonImage\ChiGuoHuiYiLu.UITex	0	ui\Image\Dungeon\Background\ChiGuoHuiYi.UITex	0	成都中部	持国天王 血眼龙王	<text>text="    风尘荏苒，梦回当年，伪装成道海的智慧王在江湖上散播花言巧语，一些江湖侠士受到蒙蔽，无意中破坏了镇守达摩洞的持国天王提多罗吒木甲机关，同时鼠王蝠王等明教旧部也从外围发动了进攻，意图救出被少林寺囚禁多年的血眼龙王萧沙。\\\n　　少林寺腹背受敌，眼看就要让杀孽深重的血眼龙王逃离渊狱，此时幸有澄正大师站了出来，他委托另一部分江湖侠士进入达摩洞，协助武功高强但不通世事的慧痴，组成阻止血眼龙王逃出生天的最后一道屏障。可最终人算不如天算，血眼龙王利用阴谋诡计，突破了慧痴和侠士们的重重包围，率领蝠王及鼠王成功逃离少林。\\\n　　血龙出渊，天下大乱，多少枯骨埋荒草。" font=162</text>				80	巴蜀风云			2	5				1
155	3	80	80	80	25人英雄	南诏皇宫	日月明尊	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_2.UITex	1	ui\Image\Dungeon\DungeonImage\nanzhaohuanggong.UITex	0	ui\Image\Dungeon\Background\nanzhaohuanggong.UITex	0	苍山洱海东部	枯荣大师 泰崇傣 段宗公 阁逻鸿 萧沙 摩提耶罗 陈和尚 柳公子 康雪烛 阁逻凤 李倓	<text>text="    南诏皇宫地处苍山，南诏王以一方富豪身份在中原潜伏多年，认为时机已到，蓄谋兴兵攻唐。\\\n    数年争战，唐境一度受挫，民不聊生。江湖义士齐聚聚贤庄大闹屠龙大会之后，发现天南王家与南诏剑神图谋不轨，事有蹊跷。\\\n    中原剑圣只身前往南诏，欲以手中之剑终止幕后恶行；他独闯龙潭，斩杀南诏数千兵马及数十武将，但被假扮南诏剑神的大唐建宁王李倓以人质胁迫之；剑圣不得已唯有放走李倓。\\\n    早已注目此事的李复得知打草惊蛇，事态严重，擒贼先擒王，他率中原高手直逼皇宫，南诏王底牌尽出，中原豪杰为此与南诏群雄在南疆宫城之中展开了一场为护佑天下百姓而起的激斗！" font=162</text>				80	巴蜀风云			2	105				1
157	2	100	100	100	5人英雄	一线天	安史之乱	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_3.UITex	4	ui\Image\Dungeon\DungeonImage\yixiantian.UITex	0	ui\Image\Dungeon\Background\yixiantian.UITex	0	马嵬驿西北	苏清 宁毅 列缺、霹雳	<text>text="天宝十五年，长安告急，唐玄宗带着杨贵妃，在将军陈玄礼和禁卫军护送下，悄悄逃出了长安。\\\n    到达马嵬驿时，随行的将士发起兵变，闯入杨国忠帐内，将其斩杀。继而包围驿馆，要求唐玄宗交出杨贵妃。杨贵妃在郭子仪的协助下假死还生。郭子仪义子郭天纵奉命护送杨贵妃，经一线天逃亡安全的地方，孰料计划被钧天君李倓察觉，派出建宁铁卫前去截杀。同时狼牙军师徐归道率领部下插手，意图劫走杨玉环，献给安禄山。\\\n    狼牙军师徐归道派出手下，凌雪阁弃徒列缺与霹雳前往一线天欲劫走杨贵妃进献安禄山。列缺师兄弟昔日师从凌雪阁刺杀大师独耳道士。后在凌雪阁派出刺探安禄山的行动中遭李林甫怀疑，独耳道士奉李林甫之命欲将从小培养的列缺等人送上黄泉路，幸而徐归道赶到，救下众人，列缺等人毅然向狼牙军投诚。" font=1</text>				90	安史之乱			3	153	1			
160	3	100	100	100	10人普通	战宝军械库	安史之乱	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_3.UITex	5	ui\Image\Dungeon\DungeonImage\zhanbaojunxieku.UITex	0	ui\Image\Dungeon\Background\zhanbaojunxieku.UITex	0	洛阳东北	闻人彦范 岳承志 卓力格图 澹台枯火 萧沙、韦柔丝	<text>text="当年的战宝迦兰，如今已被安禄山麾下的狼牙叛军占据，改造成狼牙军械库，源源不断地制造攻城略地的精锐武器。" font=162</text>				90	安史之乱			3	151	1			
161	1	85	85	90	5人普通	华清宫	安史之乱	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_3.UITex	1	ui\Image\Dungeon\DungeonImage\huaqinggong.UITex	0	ui\Image\Dungeon\Background\huaqinggong.UITex	0	长安西北	尹素颜 阿依努尔 葛尔东赞 	<text>text="安禄山夺下长安之后，潜伏于地狼独孤问俗军中的郭子仪手下义士传出消息，安禄山迅速派手下重将攻占了华清池，并且将四周严密地封锁了起来，似乎要密谋什么大事。郭子仪接到消息，召集高手，欲探此事究竟。\\\n" font=162</text>				90	安史之乱			3	156				1
162	2	100	100	100	5人英雄	华清宫	安史之乱	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_3.UITex	1	ui\Image\Dungeon\DungeonImage\huaqinggong.UITex	0	ui\Image\Dungeon\Background\huaqinggong.UITex	0	长安西北	尹素颜 阿依努尔 葛尔东赞 	<text>text="安禄山夺下长安之后，潜伏于地狼独孤问俗军中的郭子仪手下义士传出消息，安禄山迅速派手下重将攻占了华清池，并且将四周严密地封锁了起来，似乎要密谋什么大事。郭子仪接到消息，召集高手，欲探此事究竟。\\\n" font=162</text>				90	安史之乱			3	156	1			
163	2	100	100	100	5人英雄	华清宫回忆录	安史之乱	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_3.UITex	2	ui\Image\Dungeon\DungeonImage\HuaQingGongHuiYi.UITex	0	ui\Image\Dungeon\Background\HuaQingGongHuiYi.UITex	0	长安西北	英怀珠 高力士 安禄山	<text>text="河西节度使王忠嗣与宰相杨国忠先后上告安禄山谋反，起初玄宗并不相信，因为他对安禄山恩遇甚厚，宠爱过于他人，认为他不会背叛自己。这时皇太子似发现了安禄山的不臣之迹，也上奏说他欲反。玄宗虽然仍不太相信，却也不可一听了之，安禄山毕竟是三镇节度使，手握十几万精兵，如有不测，祸乱非小。所以他听信了杨国忠试召安禄山入朝，以观其变的建议。\\\n　　安禄山揣测帝王心意，竟然飞马入朝，还带来了范阳，平卢，河东三镇宝物特产进贡，玄宗大悦，与杨贵妃召见安禄山于华清宫，摆宴梨园。\\\n　　而此时万花谷书圣，平原太守颜真卿却早已通过他布下的暗子，察觉到安禄山即将发动叛变，而如今玄宗却对安禄山并不见疑，一旦安禄山发动，中原之地毫无防备，定然天下大乱，百姓苦不堪言，于是颜真卿决定联合唐门唐老太太，发出“刺虎”刺杀行动，秘密号召群雄义士，趁安禄山前赴华清池，并无太多随身侍卫之时，刺杀安禄山。" font=162</text>				90	安史之乱			3	156	1			
164	3	100	100	100	10人普通	大明宫	安史之乱	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_3.UITex	0	ui\Image\Dungeon\DungeonImage\daminggong.UITex	0	ui\Image\Dungeon\Background\daminggong.UITex	0	长安西北	何莘涯 耶律燕 独孤问俗 六道傀儡 剑圣 无名 伊玛目 安禄山	<text>text="大明宫位于隋朝皇宫大兴宫（唐称太极宫）之东，始建于唐贞观八年，原名永安宫，唐太宗建造初衷是为给太上皇李渊居住，以尽孝道。但大明宫未建成，李渊就离开了人世，大明宫的修建于是停止。\\\n    龙朔二年，唐高宗扩建，次年迁入大明宫执政。大明宫成为了大唐帝国新的政治中心。\\\n    安史之乱中，安禄山军队攻下长安，遂以大明宫作为大燕帝宫，因战时时常遭遇大唐义士刺杀，大明宫内遍布狼牙高手。" font=162</text>				90	安史之乱			3	156	1			
165	3	90	90	90	25人英雄	大明宫	安史之乱	ui\Image\Dungeon\BackgroundBar\ChangjingSmallBG_3.UITex	0	ui\Image\Dungeon\DungeonImage\daminggong.UITex	0	ui\Image\Dungeon\Background\daminggong.UITex	0	长安西北	何莘涯 耶律燕 独孤问俗 六道傀儡 剑圣 无名 伊玛目 安禄山	<text>text="大明宫位于隋朝皇宫大兴宫（唐称太极宫）之东，始建于唐贞观八年，原名永安宫，唐太宗建造初衷是为给太上皇李渊居住，以尽孝道。但大明宫未建成，李渊就离开了人世，大明宫的修建于是停止。\\\n    龙朔二年，唐高宗扩建，次年迁入大明宫执政。大明宫成为了大唐帝国新的政治中心。\\\n    安史之乱中，安禄山军队攻下长安，遂以大明宫作为大燕帝宫，因战时时常遭遇大唐义士刺杀，大明宫内遍布狼牙高手。" font=162</text>				90	安史之乱			3	156				1
