SkillID	Level	IconID	Show	CombatShow	Formation	FormationCaster	PracticeID	SortOrder	Remark	Name	Desc	ShortDesc	SpecialDesc	KungfuDesc	HelpDesc	IsShowInNewSkill	CanDrag	SkillRelyOnShow	SkillRelyOnNotShow	IsShowNotLearn	IsHotkeyExitWhenForget	Buff	Debuff	BlackList	SimpleDesc	AutoSelectTarget
1420	0	13	1	1	0	0	0	1	(1420) 英雄天子峰_4号boss小怪_天策小怪_龙牙	龙牙	测试技能															
1421	0	13	1	1	0	0	0	1	(1421) 影_烟(子技能)	烟	测试技能															
1422	0	13	1	1	0	0	0	1	(1422) 英雄天子峰_4号boss小怪_天策小怪_御	御	测试技能															
1424	0	13	1	1	0	0	0	1	(1424) 英雄天子峰_4号boss小怪_天策小怪_沧月	沧月	测试技能															
1425	0	13	1	1	0	0	0	1	(1425) 英雄天子峰_4号boss小怪_万花小怪_商阳指	商阳指	测试技能															
1426	0	13	1	1	0	0	0	1	(1426) 英雄天子峰_4号boss小怪_万花小怪_兰摧玉折	兰摧玉折	测试技能															
1427	0	13	1	1	0	0	0	1	(1427) 英雄天子峰_4号boss小怪_万花小怪_钟林毓秀	钟林毓秀	测试技能															
1429	0	13	1	1	0	0	0	1	(1429) 英雄天子峰_4号boss小怪_万花小怪_玉石俱焚	玉石俱焚	测试技能															
1430	0	13	1	1	0	0	0	1	(1430) 英雄天子峰_4号boss小怪_万花小怪_握针	握针	测试技能															
1431	0	13	1	1	0	0	0	1	(1431) 英雄天子峰_4号boss小怪_万花小怪_大针	大针	测试技能															
1432	0	13	1	1	0	0	0	1	(1432) 英雄天子峰_4号boss小怪_万花小怪_春泥护花	春泥护花	测试技能															
1433	0	13	1	1	0	0	0	1	(1433) 英雄天子峰_4号boss小怪_七秀小怪_剑主天地	剑主天地	测试技能															
1434	0	13	1	1	0	0	0	1	(1434) 英雄天子峰_4号boss_道衍_普渡四方	普渡四方	测试技能															
1435	0	13	1	1	0	0	0	1	(1435) 英雄天子峰_4号boss_道衍_韦陀献杵	韦陀献杵	测试技能															
1436	0	13	1	1	0	0	0	1	(1436) 英雄天子峰_4号boss_道衍_横扫六合	横扫六合	测试技能															
1437	0	13	1	1	0	0	0	1	(1437) 英雄天子峰_4号boss_道衍_捉影式	捉影式	测试技能															
1438	0	13	1	1	0	0	0	1	(1438) 英雄天子峰_4号boss_道衍_拿云式	拿云式	测试技能															
1439	0	13	1	1	0	0	0	1	(1439) 英雄天子峰_4号boss_道衍_般若决	般若决	测试技能															
1440	0	13	1	1	0	0	0	1	(1440) 英雄天子峰_4号boss_道衍_罗汉金身	罗汉金身	测试技能															
1441	0	13	1	1	0	0	0	1	(1441) 英雄天子峰_4号boss_道衍_无相决	无相决	测试技能															
1442	0	13	1	1	0	0	0	1	(1442) 英雄天子峰_5号boss小怪_七秀小怪_剑影留痕	剑影留痕	测试技能															
1443	0	13	1	1	0	0	0	1	(1443) 英雄天子峰_5号boss小怪_七秀小怪_上元点鬟	上元点鬟	测试技能															
1444	0	13	1	1	0	0	0	1	(1444) 英雄天子峰_5号boss_李裳秋_剑气长江	剑气长江	测试技能															
1445	0	13	1	1	0	0	0	1	(1445) 英雄天子峰_5号boss_李裳秋_剑灵寰宇	剑灵寰宇	测试技能															
1446	0	13	1	1	0	0	0	1	(1446) 英雄天子峰_5号boss_李裳秋_剑神无我	剑神无我	测试技能															
1447	0	13	1	1	0	0	0	1	(1447) 英雄天子峰_6号boss_方鹤影_剑留痕	剑留痕	测试技能															
1448	0	13	1	1	0	0	0	1	(1448) 英雄天子峰_6号boss_方鹤影_剑流星	剑流星	测试技能															
1449	0	13	1	1	0	0	0	1	(1449) 英雄天子峰_6号boss_方鹤影_无剑无我	无剑无我	测试技能															
1450	0	13	1	1	0	0	0	1	(1450) 英雄天子峰_6号boss小怪_巨剑_剑流云	剑流云	测试技能															
1451	0	13	1	1	0	0	0	1	(1451) 英雄天子峰_6号boss小怪_长剑_剑流星	剑流星	测试技能															
1452	0	13	1	1	0	0	0	1	(1452) 英雄荻花宫_4号boss_无相天劫	无相天劫	测试技能															
1453	0	13	1	1	0	0	0	1	(1453) 英雄日轮_1号BOSS_尸灵武者_水之盾	水之盾	测试技能															
1454	0	13	1	1	0	0	0	1	(1454) 英雄日轮_1号BOSS_尸灵武者_水之轮回	水之轮回	测试技能															
1455	0	13	1	1	0	0	0	1	(1455) 英雄日轮_1号BOSS_尸灵武者_火的愤怒	火的愤怒	测试技能															
1456	0	13	1	1	0	0	0	1	(1456) 英雄日轮_1号BOSS_尸灵武者_火的蔓延	火的蔓延	测试技能															
1457	0	13	1	1	0	0	0	1	(1457) 英雄日轮_1号BOSS_尸灵武者_地之盾	地之盾	测试技能															
1458	0	13	1	1	0	0	0	1	(1458) 英雄日轮_1号BOSS_尸灵武者_大地的颤抖	大地的颤抖	测试技能															
1459	0	13	1	1	0	0	0	1	(1459) 英雄日轮_1号BOSS_尸灵武者_风的狡猾	风的狡猾	测试技能															
1460	0	13	1	1	0	0	0	1	(1460) 英雄日轮_1号BOSS_尸灵武者_风的咆哮	风的咆哮	测试技能															
1461	0	13	1	1	0	0	0	1	(1461) 英雄日轮_1号BOSS_尸灵武者_冰霜冲击	冰霜冲击	测试技能															
1462	0	13	1	1	0	0	0	1	(1462) 英雄日轮_1号BOSS_尸灵武者_火焰咆哮	火焰咆哮	测试技能															
1463	0	13	1	1	0	0	0	1	(1463) 英雄日轮_1号BOSS_尸灵武者_大地的坚韧	大地的坚韧	测试技能															
1464	0	13	1	1	0	0	0	1	(1464) 英雄日轮_1号BOSS_尸灵武者_风刃冲击	风刃冲击	测试技能															
1465	0	13	1	1	0	0	0	1	(1465) 英雄日轮_2号BOSS_谢云流_激怒	激怒	测试技能															
1466	0	13	1	1	0	0	0	1	(1466) 英雄日轮_2号BOSS_谢云流_决胜	决胜	测试技能															
1467	0	13	1	1	0	0	0	1	(1467) 英雄日轮_2号BOSS_谢云流_一闪	一闪	测试技能															
1468	0	13	1	1	0	0	0	1	(1468) 英雄日轮_3号BOSS_服部一郎_突刺	突刺	测试技能															
1469	0	13	1	1	0	0	0	1	(1469) 英雄日轮_4号BOSS_胧丈_影分身	影分身	测试技能															
1470	0	13	1	1	0	0	0	1	(1470) 英雄日轮_4号BOSS_胧丈_疗伤	疗伤	测试技能															
1471	0	13	1	1	0	0	0	1	(1471) 英雄日轮_1号BOSS_尸灵武者_火的蔓延(子技能)	火的蔓延	测试技能															
1472	0	13	1	1	0	0	0	1	(1472) 英雄日轮_2号BOSS_谢云流_激怒(子技能)	激怒	测试技能															
1473	0	13	1	1	0	0	0	1	(1473) 英雄天子峰_1号boss_谢云流_凌太虚	凌太虚	测试技能															
1474	0	13	1	1	0	0	0	1	(1474) 英雄稻香村_1号BOSS_卢元霸_穿刺	穿刺	测试技能															
1475	0	13	1	1	0	0	0	1	(1475) 英雄稻香村_1号BOSS_卢元霸_地堂震	地堂震	测试技能															
1476	0	13	1	1	0	0	0	1	(1476) 英雄稻香村_1号BOSS_卢元霸_狼牙风裂镖	狼牙风裂镖	测试技能															
1477	0	13	1	1	0	0	0	1	(1477) 英雄稻香村_2号BOSS_齐宗强_绞杀	绞杀	测试技能															
1478	0	13	1	1	0	0	0	1	(1478) 英雄稻香村_2号BOSS_齐宗强_落头锤	落头锤	测试技能															
1479	0	13	1	1	0	0	0	1	(1479) 英雄稻香村_2号BOSS_齐宗强_燃油石	燃油石	测试技能															
1480	0	13	1	1	0	0	0	1	(1480) 英雄稻香村_3号BOSS_肖红_毒蛇竹铃镖	毒蛇竹铃镖	测试技能															
1481	0	13	1	1	0	0	0	1	(1481) 英雄稻香村_4号BOSS_熊奎_蛮熊撞	蛮熊撞	测试技能															
1482	0	13	1	1	0	0	0	1	(1482) 英雄稻香村_4号BOSS_熊奎_地虎颤尘锤	地虎颤尘锤	测试技能															
1483	0	13	1	1	0	0	0	1	(1483) 英雄稻香村_4号BOSS_王莽_上品金创药	上品金创药	测试技能															
1484	0	13	1	1	0	0	0	1	(1484) 英雄稻香村_4号BOSS_王莽_狼虎双灭牙	狼虎双灭牙	测试技能															
1485	0	13	1	1	0	0	0	1	(1485) 英雄天子峰_3号boss小怪_黑棋_自爆	自爆	测试技能															
1486	0	13	1	1	0	0	0	1	(1486) 英雄天子峰_4号小怪_天策小怪_穿云子技能	穿云	测试技能															
1487	0	13	1	1	0	0	0	1	(1487) 英雄天子峰_4号boss_天策小怪_龙牙子技能	龙牙	测试技能															
1488	0	13	1	1	0	0	0	1	(1488) 英雄稻香村_4号BOSS_王莽_双旋刀绞杀	双旋刀绞杀	测试技能															
1489	0	13	1	1	0	0	0	1	(1489) 英雄天子峰_4号boss_道衍_拿云式_子技能	拿云式	测试技能															
1490	0	13	1	1	0	0	0	1	(1490) 英雄天子峰_4号boss_道衍_震慑	震慑	测试技能															
1491	0	13	1	1	0	0	0	1	(1491) 英雄日轮_3号BOSS_服部一郎_炎爆	穿刺	测试技能															
1492	0	13	1	1	0	0	0	1	(1492) 英雄荻花宫_2号boss_气冲四方	气冲四方	测试技能															
1493	0	13	1	1	0	0	0	1	(1493) 英雄稻香村_4号BOSS_熊奎_地虎颤尘锤(子技能)	地虎颤尘锤	测试技能															
1495	0	13	1	1	0	0	0	1	(1495) 英雄荻花宫_BOSS1技能_剑舞残花	剑舞残花	测试技能															
1496	0	13	1	1	0	0	0	1	(1496) 英雄荻花宫_BOSS1技能_剑影葬花	剑影葬花	测试技能															
1497	0	13	1	1	0	0	0	1	(1497) 英雄荻花宫_BOSS1BUFF_狂热	狂热	测试技能															
1498	0	13	1	1	0	0	0	1	(1498) 英雄荻花宫_BOSS1HOT_沐浴甘露	沐浴甘露	测试技能															
1499	0	13	1	1	0	0	0	1	(1499) 英雄荻花宫_诛儿技能_气摄五行	气摄五行	测试技能															
1500	0	13	1	1	0	0	0	1	(1500) 英雄荻花宫_诛儿技能_沐浴甘雨	沐浴甘雨	测试技能															
1501	0	13	1	1	0	0	0	1	(1501) 英雄荻花宫_诛儿技能_沐浴甘霖	沐浴甘霖	测试技能															
1502	0	13	1	1	0	0	0	1	(1502) 英雄荻花宫_BOSS2技能_气疗	气疗	测试技能															
1503	0	13	1	1	0	0	0	1	(1503) 英雄荻花宫_BOSS2技能_黑云盖顶	黑云盖顶	测试技能															
1504	0	13	1	1	0	0	0	1	(1504) 英雄荻花宫_BOSS2技能_真阳	真阳	测试技能															
1505	0	13	1	1	0	0	0	1	(1505) 英雄荻花宫_BOSS2技能_截穴：印堂	截穴：印堂	测试技能															
1506	0	13	1	1	0	0	0	1	(1506) 英雄荻花宫_BOSS2技能_截穴：太阳	截穴：太阳	测试技能															
1507	0	13	1	1	0	0	0	1	(1507) 英雄荻花宫_BOSS2技能_截穴：太冲	截穴：太冲	测试技能															
1508	0	13	1	1	0	0	0	1	(1508) 英雄荻花宫_卫戚吾技能_绝影刀法	绝影刀法	测试技能															
1509	0	13	1	1	0	0	0	1	(1509) 英雄荻花宫_卫戚吾技能_破血刀法	破血刀法	测试技能															
1510	0	13	1	1	0	0	0	1	(1510) 英雄荻花宫_卫戚吾技能_无影镖	无影镖	测试技能															
1511	0	13	1	1	0	0	0	1	(1511) 英雄荻花宫_卫戚吾技能_当头棒	当头棒	测试技能															
1512	0	13	1	1	0	0	0	1	(1512) 英雄荻花宫_卫戚吾技能_封穴：足劲	封穴：足劲	测试技能															
1513	0	13	1	1	0	0	0	1	(1513) 英雄荻花宫_小怪_击退	击退	测试技能															
1514	0	13	1	1	0	0	0	1	(1514) 英雄荻花宫_小怪_点穴AOE	点穴	测试技能															
1517	0	13	1	1	0	0	0	1	(1517) 英雄荻花宫_卫戚吾技能_气血上涌	气血上涌	测试技能															
1518	0	13	1	1	0	0	0	1	(1518) 英雄荻花宫_BOSS3_乌沙夺日	乌沙夺日	测试技能															
1519	0	13	1	1	0	0	0	1	(1519) 英雄荻花宫_BOSS3_斗转星移	斗转星移	测试技能															
1522	0	13	1	1	0	0	0	1	(1522) 英雄稻香村_1号BOSS_卢元霸_焱铁车	焱铁车	测试技能															
1523	0	13	1	1	0	0	0	1	(1523) 英雄天子峰_2号boss小怪_盾兵_定军	定军	测试技能															
1525	1	13	0	0	0	0	0	1	(1525) 师徒阵法描述技能	师徒阵	徒弟阅历提高5%。\n当不满70级的徒弟的气血低于30%时师父将为其承担受到的所有伤害，持续6秒。此效果每个徒弟每3分钟只能触发一次。															
1529	0	13	1	1	0	0	0	1	(1529) 英雄稻香村_NPC_李复_水翔烈风拳	水翔烈风拳	测试技能															
1530	0	13	1	1	0	0	0	1	(1530) 元旦活动_盘龙饺	盘龙饺	测试技能															
1531	0	13	1	1	0	0	0	1	(1531) 元旦活动_煮烂的戏凤饺	煮烂的戏凤饺	测试技能															
1532	0	13	1	1	0	0	0	1	(1532) 元旦活动_戏凤饺	戏凤饺	测试技能															
1533	0	13	1	1	0	0	0	1	(1533) 元旦活动_宴冬饺	宴冬饺	测试技能															
1534	0	13	1	1	0	0	0	1	(1534) 元旦活动_偃月馄饨	偃月馄饨	测试技能															
1535	0	13	1	1	0	0	0	1	(1535) 元旦活动_米团	米团	测试技能															
1536	0	13	1	1	0	0	0	1	(1536) 元旦活动_羊汤	羊汤	测试技能															
1537	0	13	1	1	0	0	0	1	(1537) 元旦活动_温酒	温酒	测试技能															
1538	0	13	1	1	0	0	0	1	(1538) 元旦活动_赤豆糯米饭	赤豆糯米饭	测试技能															
1539	0	13	1	1	0	0	0	1	(1539) 元旦活动_火鸡	火鸡	测试技能															
1540	0	13	1	1	0	0	0	1	(1540) 元旦活动_西域糖果	西域糖果	测试技能															
1541	0	13	1	1	0	0	0	1	(1541) 战宝迦兰_5号BOSS_镇恶王_破冰掌	破冰掌	测试技能															
1542	0	13	1	1	0	0	0	1	(1542) 战宝迦兰_5号BOSS_镇恶王_冥冰掌	冥冰掌	测试技能															
1543	0	13	1	1	0	0	0	1	(1543) 元旦活动_彩球赤	彩球赤	测试技能															
1544	0	13	1	1	0	0	0	1	(1544) 元旦活动_彩球蓝	彩球蓝	测试技能															
1545	0	13	1	1	0	0	0	1	(1545) 战宝迦兰_1号BOSS_李锦瀚_摧城枪·神机	摧城枪·神机	测试技能															
1546	0	13	1	1	0	0	0	1	(1546) 战宝迦兰_1号BOSS_李锦瀚_熊熊熊	熊！熊！熊！	测试技能															
1547	0	13	1	1	0	0	0	1	(1547) 战宝迦兰_3号BOSS_平等王_王眼镇魂	王眼镇魂	测试技能															
1548	0	13	1	1	0	0	0	1	(1548) 战宝迦兰_3号BOSS_平等王_烈焰噬佛	烈焰噬佛	测试技能															
1549	0	13	1	1	0	0	0	1	(1549) 战宝迦兰_3号BOSS_平等王_王手截脉	王手截脉	测试技能															
1551	0	13	1	1	0	0	0	1	(1551) 战宝迦兰_3号BOSS_平等王_佛心融雪	佛心融雪	测试技能															
1552	0	13	1	1	0	0	0	1	(1552) 战宝迦兰_3号BOSS_平等王_佛心融雪(子技能)	佛心融雪·内烬	测试技能															
1553	0	13	1	1	0	0	0	1	(1553) NPC普通攻击(物理攻击)	攻击	测试技能															
1559	0	400	1	1	0	0	0	1	(1559) 子技能_浮花浪蕊_对玩家	浮花浪蕊	<SKILL NeutralDamage>(+<SKILLEx {D0} {SkillNeutralAP}>)点					1	1			1				0		
1559	1	400	1	1	0	0	0	1	(1559) 子技能_浮花浪蕊_对玩家	浮花浪蕊	<SKILL NeutralDamage>(+<SKILLEx {D0} {SkillNeutralAP}>)点					1	1			1				0		
1559	2	400	1	1	0	0	0	1	(1559) 子技能_浮花浪蕊_对玩家	浮花浪蕊	<SKILL NeutralDamage>(+<SKILLEx {D0} {SkillNeutralAP}>)点					1	1			1				0		
1559	400	0	1	1	0	0	0	1	(1559) 子技能_浮花浪蕊_对玩家	浮花浪蕊	<SKILL NeutralDamage>(+<SKILLEx {D0} {SkillNeutralAP}>)点					1	1			1				0		
1560	0	13	1	1	0	0	0	1	(1560) 战宝迦兰_5号BOSS_镇恶王_镇恶碎心功	镇恶碎心功	测试技能															
1562	0	13	1	1	0	0	0	1	(1562) 战宝迦兰_4号BOSS_掌火_串火掌·天魔解体	串火掌·天魔解体	测试技能															
1563	0	13	1	1	0	0	0	1	(1563) 战宝迦兰_6号BOSS_风_疾风吹叶	疾风吹叶	测试技能															
1571	1	13	1	1	0	0	0	1	(1571) 任脉·燕口	任脉·燕口	江湖轻功“蹑云逐月”“迎风回浪”“凌霄揽胜”“瑶台枕鹤”和部分门派轻功的公共调息时间降低0.5秒。															
1571	2	13	1	1	0	0	0	1	(1571) 任脉·燕口	任脉·燕口	江湖轻功“蹑云逐月”“迎风回浪”“凌霄揽胜”“瑶台枕鹤”和部分门派轻功的公共调息时间降低1秒。															
1571	3	13	1	1	0	0	0	1	(1571) 任脉·燕口	任脉·燕口	江湖轻功“蹑云逐月”“迎风回浪”“凌霄揽胜”“瑶台枕鹤”和部分门派轻功的公共调息时间降低1.5秒。															
1571	4	13	1	1	0	0	0	1	(1571) 任脉·燕口	任脉·燕口	江湖轻功“蹑云逐月”“迎风回浪”“凌霄揽胜”“瑶台枕鹤”和部分门派轻功的公共调息时间降低2秒。															
1571	5	13	1	1	0	0	0	1	(1571) 任脉·燕口	任脉·燕口	江湖轻功“蹑云逐月”“迎风回浪”“凌霄揽胜”“瑶台枕鹤”和部分门派轻功的公共调息时间降低2.5秒。															
1571	6	13	1	1	0	0	0	1	(1571) 任脉·燕口	任脉·燕口	江湖轻功“蹑云逐月”“迎风回浪”“凌霄揽胜”“瑶台枕鹤”和部分门派轻功的公共调息时间降低2.5秒。															
1572	1	13	1	1	0	0	0	1	(1572) 任脉·地合	任脉·地合	门派的两种内功切换调息时间降低2分钟。															
1572	2	13	1	1	0	0	0	1	(1572) 任脉·地合	任脉·地合	门派的两种内功切换调息时间降低4分钟。															
1572	3	13	1	1	0	0	0	1	(1572) 任脉·地合	任脉·地合	门派的两种内功切换调息时间降低6分钟。															
1572	4	13	1	1	0	0	0	1	(1572) 任脉·地合	任脉·地合	门派的两种内功切换调息时间降低8分钟。															
1572	5	13	1	1	0	0	0	1	(1572) 任脉·地合	任脉·地合	门派的两种内功切换调息时间降低10分钟。															
1572	6	13	1	1	0	0	0	1	(1572) 任脉·地合	任脉·地合	门派的两种内功切换调息时间降低10分钟。															
1573	1	13	1	1	0	0	0	1	(1573) 任脉·散笑	任脉·散笑	门派间内功切换的调息时间降低20分钟。															
1573	2	13	1	1	0	0	0	1	(1573) 任脉·散笑	任脉·散笑	门派间内功切换的调息时间降低40分钟。															
1573	3	13	1	1	0	0	0	1	(1573) 任脉·散笑	任脉·散笑	门派间内功切换的调息时间降低60分钟。															
1573	4	13	1	1	0	0	0	1	(1573) 任脉·散笑	任脉·散笑	门派间内功切换的调息时间降低80分钟。															
1573	5	13	1	1	0	0	0	1	(1573) 任脉·散笑	任脉·散笑	门派间内功切换的调息时间降低100分钟。															
1575	0	13	1	1	0	0	0	1	(1575) 战宝迦兰_BOSS_碾压	齑裂·迦兰劫	测试技能															
1576	0	13	1	1	0	0	0	1	(1576) 战宝迦兰_王海银_普通攻击	攻击	测试技能															
1577	0	2382	1	1	0	0	0	1	(1577) 玉虹贯日	玉虹贯日	向敌人发起冲锋，并获得20点剑气，若目标正在运功，则打断。<TALENT 2749 1 招式有效距离提高2尺><TALENT 2749 2 招式有效距离提高4尺><TALENT 2766 1 若成功打断目标运功，则获得20点剑气>		长虹贯日影直深，破雾穿云斜透林。													1
1578	0	2383	1	1	0	0	0	2	(1578) 平湖断月	平湖断月	向前冲刺，穿透当前目标，造成<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)外功伤害，附加额外100%武器伤害，并获得15点剑气。该招式受额外的外功攻击加成。\n攻击技，能使你出现在目标背后，通常使用后立即接上“黄龙吐翠”。	外功伤害：提高到<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)。	棹歌何处泛扁舟，秋来望断平湖月。													1
1579	0	2384	1	1	0	0	0	3	(1579) 九溪弥烟	九溪弥烟	旋风般的轻剑攻击，对周围6尺内的最多10个目标造成<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)外功伤害，每命中一个目标可使你获得5点剑气。\n攻击技，在与多名近战敌人战斗时使用效果最佳。	外功伤害：提高到<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)。	九溪烟笼十八涧，云水无心两迷离。													
1580	0	2385	1	1	0	0	0	4	(1580) 玉泉鱼跃	玉泉鱼跃	门派轻功，连续前冲三次，每次获得5点剑气。冲刺期间你不受任何移动控制效果影响。\n生存技，能使你快速脱离险境或及时赶到需要你的地方。<TALENT 2749 1 使冲刺路径上的目标锁足2秒><TALENT 2749 2 使冲刺路径上的目标锁足4秒>		东边日出西边雨，引得玉泉跃金鱼。													
1581	0	2386	1	1	0	0	0	5	(1581) 黄龙吐翠	黄龙吐翠	穿透目标，对其造成<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)外功伤害，附加额外100%武器伤害，并使你获得20点剑气。该招式不能面对目标背后施展，造成的伤害受额外的外功攻击加成。\n攻击技，在施展“平湖断月”后使用效果最佳。<TALENT 2738 1 会心伤害提高10%><TALENT 2738 2 会心伤害提高20%>	外功伤害：提高到<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)。	黄龙横空挥金爪，一吐翠色如碧虹。													0
1582	0	13	1	1	0	0	0	1	(1582) 战宝迦兰_朱癸_普通攻击	攻击	测试技能															
1583	0	13	1	1	0	0	0	1	(1583) 战宝迦兰_镇恶王_普通攻击	攻击	测试技能															
1584	0	13	1	1	0	0	0	1	(1584) 战宝迦兰_餐风_普通攻击	攻击	测试技能															
1585	0	13	1	1	0	0	0	1	(1585) 战宝迦兰_饮火_普通攻击	攻击	测试技能															
1586	0	13	1	1	0	0	0	1	(1586) 战宝迦兰_吞云_普通攻击	攻击	测试技能															
1589	0	2387	1	1	0	0	0	6	(1589) 梦泉虎跑	梦泉虎跑	施展藏剑秘传剑技，在15尺范围内的随机目标之间快速移动并发动连续的猛烈攻击。若自身带有“梅隐香”效果，则将锁定当前目标为攻击目标。每次攻击命中敌人会造成<SUB 1590 0>外功伤害，并使你获得5点剑气。在施展此招式期间你不受任何控制效果影响（被拉除外）。\n攻击技，能对多名目标进行攻击并获得大量剑气。<TALENT 2737 1 施展招式时受到的伤害降低33%><TALENT 2737 2 施展招式时受到的伤害降低66%><TALENT 2737 3 施展招式时受到的伤害降低99%><TALENT 2741 1 调息时间降低1秒><TALENT 2741 2 调息时间降低2秒>	外功伤害：提高到<SUB 1590 0>。	不知梦僧今何在，犹见灵虎跑翠岩。													1
1590	0	13	1	1	0	0	0	1	(1590) 藏剑_秀水剑法_子技能_梦泉虎跑伤害	梦泉虎跑	<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)															
1593	0	2370	1	1	0	0	0	1	(1593) 云飞玉皇	云飞玉皇	消耗15点剑气，对半径8尺范围内的单体目标造成<SUB 1595 0>外功伤害，附加200%武器伤害，对半径4尺范围内的单体目标附加额外的200%武器伤害。该招式受额外的外功攻击加成。\n攻击技，能对近距离内的目标造成巨额伤害。<TALENT 2763 1 会心提高2%><TALENT 2763 2 会心提高4%><TALENT 2763 3 会心提高6%><TALENT 2758 1 调息时间降低0.5秒><TALENT 2758 2 调息时间降低1秒><TALENT 2755 1 剑气消耗降低2点><TALENT 2755 2 剑气消耗降低4点><TALENT 2767 1 会心后提高外功会心伤害3%，持续30秒，可叠加4层><TALENT 2767 2 会心后提高外功会心伤害6%，持续30秒，可叠加4层><TALENT 2767 3 会心后提高外功会心伤害10%，持续30秒，可叠加4层>	外功伤害：提高到<SUB 1594 0>。	飞龙洞中升气紫，玉皇山巅揽飞云。													1
1594	0	13	1	1	0	0	0	1	(1594) 藏剑_灵峰剑式_子技能_云飞玉皇近距离	云飞玉皇	<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)															
1595	0	13	1	1	0	0	0	1	(1595) 藏剑_灵峰剑式_子技能_云飞玉皇远距离	云飞玉皇	<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)															
1596	0	2371	1	1	0	0	0	2	(1596) 鹤归孤山	鹤归孤山	消耗20点剑气，跳跃至正前方15尺处并以重剑猛击地面，对半径6尺范围内的最多10个目标造成<SUB 1598 0>外功伤害并使其晕眩3秒，对周围4尺内的目标造成额外的200%武器伤害。该招式受额外的外功攻击加成。\n控制技，能对远距离外的多名目标造成大量伤害并晕眩。<TALENT 2763 1 会心提高2%><TALENT 2763 2 会心提高4%><TALENT 2763 3 会心提高6%><TALENT 2761 1 招式作用范围提高1尺，伤害提高5%><TALENT 2761 2 招式作用范围提高2尺，伤害提高10%><TALENT 64126 1 施展后会在终点生成孤山剑阵，每2秒对半径6尺范围最多3个目标造成1次伤害并消耗8点剑气，藏剑处于自身的剑阵中“夕照雷锋”或“云飞玉皇”造成的伤害提高15%，最多造成10次伤害，剑气不足时该剑阵提前消失>	外功伤害：提高到<SUB 1598 0>。	千载孤山信不孤，岂必鹤归识丁令。													
1597	0	13	1	1	0	0	0	1	(1597) 藏剑_灵峰剑式_子技能_鹤归孤山近距离	鹤归孤山	<SKILL PhysicsDamage>															
1598	0	13	1	1	0	0	0	1	(1598) 藏剑_灵峰剑式_子技能_鹤归孤山远距离	鹤归孤山	<SKILL PhysicsDamage>点(+<SKILLEx {D0} {SkillPhysicsAP}>)															
1600	0	2372	1	1	0	0	0	3	(1600) 夕照雷锋	夕照雷峰	消耗20点剑气，以重剑猛击目标，对其造成<SUB 2896 0>外功伤害，附加额外200%武器伤害。该招式受额外的外功攻击加成。\n攻击技，消耗较多的剑气，对当前目标造成大量伤害。<TALENT 2752 1 会心伤害提高5%><TALENT 2752 2 会心伤害提高10%><TALENT 2752 3 会心伤害提高15%><TALENT 2763 1 会心提高2%><TALENT 2763 2 会心提高4%><TALENT 2763 3 会心提高6%><TALENT 2755 1 剑气消耗降低2点><TALENT 2755 2 剑气消耗降低4点><TALENT 2765 1 施展后有10%几率使自身下一个“云飞玉皇”无需运功><TALENT 2765 2 施展后有20%几率使自身下一个“云飞玉皇”无需运功><TALENT 2765 3 施展后有30%几率使自身下一个“云飞玉皇”无需运功>	外功伤害：提高到<SUB 2896 0>点。	雷峰宝塔紫烟中，斜阳落照起金轮。													1
1606	0	13	1	1	0	0	0	1	(1606) 碧空云雀_碧空之鸣	碧空之鸣	测试技能															
1607	0	13	1	1	0	0	0	1	(1607) 碧空云雀_白风切裂爪	白风切裂爪	测试技能															
1608	0	13	1	1	0	0	0	1	(1608) 碧空云雀_甘叶雨	甘叶雨	测试技能															
1609	0	13	1	1	0	0	0	1	(1609) 灵剑_断空切割	断空切割	测试技能															
1610	0	2373	1	1	0	0	0	4	(1610) 霞流宝石	霞流宝石	消耗20点剑气的重剑攻击，立即对周围6尺内的最多10个目标均造成<SUB 1611 0>外功伤害，附加额外100%武器伤害。该招式受额外的外功攻击加成。跳跃施展可清除周围6尺内目标阳性、混元性、阴性、毒性气劲各一个，并造成额外伤害。\n攻击技，在与近战距离内的多名目标战斗时使用效果最佳。<TALENT 2746 1 剑气消耗降低3点，招式的有效目标人数增加2个><TALENT 2746 2 剑气消耗降低6点，招式的有效目标人数增加4个><TALENT 2753 1 伤害提高5%，会心几率提高3%><TALENT 2753 2 伤害提高10%，会心几率提高6%>	外功伤害：提高到<SUB 1611 0>。	流云霞鹤气万千，宝石岚光彩流溢。													
