ForceID	KungFuID	PointID	CostTrain	PointRequireLevel	SkillID1	SkillLevel1	RequireLevel1	RequireQuestID1	SkillID2	SkillLevel2	RequireLevel2	RequireQuestID2	SkillID3	SkillLevel3	RequireLevel3	RequireQuestID3	SkillID4	SkillLevel4	RequireLevel4	RequireQuestID4	SkillID5	SkillLevel5	RequireLevel5	RequireQuestID5
24	25	281	0	41	26745	1	41	0	20722	1	43	0	30912	1	47	0	32488	1	53	0				
24	25	282	0	96	32476	1	96	0	20363	1	96	0	20350	1	96	0	20700	1	96	0				
24	25	283	0	96	30502	1	96	0	20751	1	96	0	20729	1	96	0	32592	1	96	0				
24	25	284	0	97	20730	1	97	0	20753	1	97	0	20756	1	97	0	20757	1	97	0	25270	1	102	0
24	25	285	0	97	20351	1	97	0	21293	1	97	0	20759	1	97	0	20365	1	97	0	25272	1	104	0
24	25	286	0	98	20374	1	98	0	20758	1	98	0	20641	1	98	0	20065	1	98	0	25276	1	106	0
24	25	287	0	99	20747	1	99	0	20372	1	99	0	20741	1	99	0	20601	1	99	0	25283	1	108	0
24	25	288	0	100	28985	1	100	0	20701	1	100	0	32594	1	100	0	20837	1	100	0	25285	1	110	0
25	26	289	0	11	22557	1	11	0	22560	1	19	0	22559	1	23	0								
25	26	290	0	17	22558	1	17	0	22561	1	21	0	22562	1	29	0								
25	26	291	0	25	22594	1	25	0	22568	1	27	0	22565	1	31	0	22586	1	37	0				
25	26	292	0	33	22571	1	33	0	22573	1	35	0	22973	1	39	0	22570	1	45	0				
25	26	293	0	41	22599	1	41	0	23309	1	43	0	22592	1	47	0	22574	1	53	0				
25	26	294	0	96	22575	1	96	0	22572	1	96	0	22975	1	96	0	22564	1	96	0				
25	26	295	0	96	22579	1	96	0	23480	1	96	0	22581	1	96	0	22582	1	96	0				
25	26	296	0	97	22583	1	97	0	23971	1	97	0	25304	1	97	0	22600	1	97	0	29166	1	102	0
25	26	297	0	97	22593	1	97	0	22588	1	97	0	22598	1	97	0	22590	1	97	0	28705	1	104	0
25	26	298	0	98	22602	1	98	0	22591	1	98	0	32843	1	98	0	22587	1	98	0	25310	1	106	0
25	26	299	0	99	22580	1	99	0	22595	1	99	0	22596	1	99	0	22597	1	99	0	26760	1	108	0
25	26	300	0	100	30849	1	100	0	36286	1	100	0	29173	1	100	0	22603	1	100	0	25315	1	110	0
211	27	301	0	11	24925	1	11	0	24930	1	19	0	24936	1	23	0								
211	27	302	0	17	24934	1	17	0	34680	1	21	0	24932	1	29	0								
211	27	303	0	25	25034	1	25	0	32795	1	27	0	24951	1	31	0	32790	1	37	0				
211	27	304	0	33	25071	1	33	0	32791	1	35	0	24994	1	39	0	25011	1	45	0				
211	27	305	0	41	24983	1	41	0	25023	1	43	0	25025	1	47	0	24986	1	53	0				
211	27	306	0	96	25072	1	96	0	25028	1	96	0	25367	1	96	0	25137	1	96	0				
211	27	307	0	96	25022	1	96	0	25059	1	96	0	25368	1	96	0	24965	1	96	0				
211	27	308	0	97	25066	1	97	0	25378	1	97	0	36191	1	97	0	24949	1	97	0	25382	1	102	0
211	27	309	0	97	25085	1	97	0	25062	1	97	0	25026	1	97	0	25074	1	97	0	25061	1	104	0
211	27	310	0	98	25379	1	98	0	32794	1	98	0	25087	1	98	0	25114	1	98	0	34681	1	106	0
211	27	311	0	99	25088	1	99	0	25173	1	99	0	25030	1	99	0	25148	1	99	0	25067	1	108	0
211	27	312	0	100	25086	1	100	0	32796	1	100	0	25149	1	100	0	25176	1	100	0	25383	1	110	0
212	28	313	0	11	28597	1	11	0	29528	1	19	0	28603	1	23	0								
212	28	314	0	17	28605	1	17	0	28349	1	21	0	28608	1	29	0								
212	28	315	0	25	28609	1	25	0	28612	1	27	0	28713	1	31	0	28644	1	37	0				
212	28	316	0	33	28637	1	33	0	28641	1	35	0	28627	1	39	0	28646	1	45	0				
212	28	317	0	41	28649	1	41	0	28710	1	43	0	28743	1	47	0	28400	1	53	0				
212	28	318	0	96	28624	1	96	0	28405	1	96	0	28758	1	96	0	28736	1	96	0				
212	28	319	0	96	28732	1	96	0	34691	1	96	0	28708	1	96	0	30518	1	96	0				
212	28	320	0	97	28711	1	97	0	28678	1	97	0	28421	1	97	0	28716	1	97	0	28691	1	102	0
212	28	321	0	97	28722	1	97	0	28727	1	97	0	28428	1	97	0	28650	1	97	0	28731	1	104	0
212	28	322	0	98	28700	1	98	0	28748	1	98	0	28735	1	98	0	34943	1	98	0	28739	1	106	0
212	28	323	0	99	28740	1	99	0	28651	1	99	0	28744	1	99	0	28726	1	99	0	36059	1	108	0
212	28	324	0	100	32897	1	100	0	36170	1	100	0	28751	1	100	0	29471	1	100	0	28756	1	110	0
212	29	325	0	11	27530	1	11	0	28338	1	19	0	28343	1	23	0								
212	29	326	0	17	28344	1	17	0	28349	1	21	0	28356	1	29	0								
212	29	327	0	25	28364	1	25	0	28361	1	27	0	28365	1	31	0	28367	1	37	0				
212	29	328	0	33	29498	1	33	0	28373	1	35	0	28375	1	39	0	28376	1	45	0				
212	29	329	0	41	28485	1	41	0	29499	1	43	0	30507	1	47	0	28400	1	53	0				
212	29	330	0	96	28427	1	96	0	28405	1	96	0	28406	1	96	0	28410	1	96	0				
212	29	331	0	96	28413	1	96	0	28411	1	96	0	29503	1	96	0	28439	1	96	0				
212	29	332	0	97	28419	1	97	0	28420	1	97	0	28370	1	97	0	28423	1	97	0	30016	1	102	0
212	29	333	0	97	30510	1	97	0	28432	1	97	0	28428	1	97	0	34796	1	97	0	28731	1	104	0
212	29	334	0	98	28433	1	98	0	28431	1	98	0	28436	1	98	0	30733	1	98	0	32882	1	106	0
212	29	335	0	99	28443	1	99	0	28415	1	99	0	28458	1	99	0	34690	1	99	0	28461	1	108	0
212	29	336	0	100	32896	1	100	0	28426	1	100	0	36067	1	100	0	28533	1	100	0	28583	1	110	0
213	30	337	0	11	32449	1	11	0	32450	1	19	0	32451	1	23	0								
213	30	338	0	17	32580	1	17	0	32454	1	21	0	32455	1	29	0								
213	30	339	0	25	32456	1	25	0	32464	1	27	0	32458	1	31	0	32459	1	37	0				
213	30	340	0	33	32490	1	33	0	32491	1	35	0	32494	1	39	0	32465	1	45	0				
213	30	341	0	41	32588	1	41	0	32492	1	43	0	32495	1	47	0	33027	1	53	0				
213	30	342	0	96	32497	1	96	0	32498	1	96	0	32499	1	96	0	32500	1	96	0				
213	30	343	0	96	32502	1	96	0	32457	1	96	0	32512	1	96	0	34688	1	96	0				
213	30	344	0	97	32508	1	97	0	34722	1	97	0	32582	1	97	0	32587	1	97	0	32606	1	102	0
213	30	345	0	97	32511	1	97	0	32610	1	97	0	32607	1	97	0	32608	1	97	0	32609	1	104	0
213	30	346	0	98	36034	1	98	0	32577	1	98	0	32513	1	98	0	32578	1	98	0	32579	1	106	0
213	30	347	0	99	32452	1	99	0	32493	1	99	0	32509	1	99	0	32611	1	99	0	32613	1	108	0
213	30	348	0	100	32586	1	100	0	32496	1	100	0	36035	1	100	0	32665	1	100	0	32614	1	110	0
214	32	349	0	11	35714	1	11	0	35715	1	19	0	35717	1	23	0								
214	32	350	0	17	35718	1	17	0	35719	1	21	0	35720	1	29	0								
214	32	351	0	25	35721	1	25	0	35722	1	27	0	35723	1	31	0	35724	1	37	0				
214	32	352	0	33	35725	1	33	0	35726	1	35	0	35727	1	39	0	35728	1	45	0				
214	32	353	0	41	35729	1	41	0	35735	1	43	0	35731	1	47	0	35732	1	53	0				
214	32	354	0	96	35733	1	96	0	36449	1	96	0	35730	1	96	0	35736	1	96	0				
214	32	355	0	96	35737	1	96	0	35738	1	96	0	35746	1	96	0	35740	1	96	0				
214	32	356	0	97	35741	1	97	0	35742	1	97	0	35743	1	97	0	35744	1	97	0	35745	1	102	0
214	32	357	0	97	35739	1	97	0	35747	1	97	0	35748	1	97	0	35749	1	97	0	35734	1	104	0
214	32	358	0	98	35751	1	98	0	35752	1	98	0	35760	1	98	0	35754	1	98	0	35755	1	106	0
214	32	359	0	99	35756	1	99	0	35757	1	99	0	35758	1	99	0	35759	1	99	0	35753	1	108	0
214	32	360	0	100	35761	1	100	0	35762	1	100	0	35763	1	100	0	35764	1	100	0	35765	1	110	0
